PostalCode,Province,District,SubDistrict,AddressCode
24120,ฉะเชิงเทรา,พนมสารคาม,หนองยาว,240605
24120,ฉะเชิงเทรา,พนมสารคาม,ท่าถ่าน,240606
24120,ฉะเชิงเทรา,พนมสารคาม,หนองแหน,240607
24120,ฉะเชิงเทรา,พนมสารคาม,เขาหินซ้อน,240608
24120,ฉะเชิงเทรา,ราชสาส์น,บางคา,240701
24120,ฉะเชิงเทรา,ราชสาส์น,เมืองใหม่,240702
24120,ฉะเชิงเทรา,ราชสาส์น,ดงน้อย,240703
24160,ฉะเชิงเทรา,สนามชัยเขต,คู้ยายหมี,240801
24160,ฉะเชิงเทรา,สนามชัยเขต,ท่ากระดาน,240802
24160,ฉะเชิงเทรา,สนามชัยเขต,ทุ่งพระยา,240803
24160,ฉะเชิงเทรา,สนามชัยเขต,ลาดกระทิง,240805
24190,ฉะเชิงเทรา,แปลงยาว,แปลงยาว,240901
24190,ฉะเชิงเทรา,แปลงยาว,วังเย็น,240902
24190,ฉะเชิงเทรา,แปลงยาว,หัวสำโรง,240903
24190,ฉะเชิงเทรา,แปลงยาว,หนองไม้แก่น,240904
24160,ฉะเชิงเทรา,ท่าตะเกียบ,ท่าตะเกียบ,241001
24160,ฉะเชิงเทรา,ท่าตะเกียบ,คลองตะเกรา,241002
24000,ฉะเชิงเทรา,คลองเขื่อน,ก้อนแก้ว,241101
24000,ฉะเชิงเทรา,คลองเขื่อน,คลองเขื่อน,241102
24000,ฉะเชิงเทรา,คลองเขื่อน,บางเล่า,241103
24000,ฉะเชิงเทรา,คลองเขื่อน,บางโรง,241104
24110,ฉะเชิงเทรา,คลองเขื่อน,บางตลาด,241105
25000,ปราจีนบุรี,เมืองปราจีนบุรี,หน้าเมือง,250101
25000,ปราจีนบุรี,เมืองปราจีนบุรี,รอบเมือง,250102
25000,ปราจีนบุรี,เมืองปราจีนบุรี,วัดโบสถ์,250103
25000,ปราจีนบุรี,เมืองปราจีนบุรี,บางเดชะ,250104
25000,ปราจีนบุรี,เมืองปราจีนบุรี,ท่างาม,250105
25000,ปราจีนบุรี,เมืองปราจีนบุรี,บางบริบูรณ์,250106
25000,ปราจีนบุรี,เมืองปราจีนบุรี,ดงพระราม,250107
25230,ปราจีนบุรี,เมืองปราจีนบุรี,บ้านพระ,250108
25230,ปราจีนบุรี,เมืองปราจีนบุรี,โคกไม้ลาย,250109
25230,ปราจีนบุรี,เมืองปราจีนบุรี,ไม้เค็ด,250110
25000,ปราจีนบุรี,เมืองปราจีนบุรี,ดงขี้เหล็ก,250111
25230,ปราจีนบุรี,เมืองปราจีนบุรี,เนินหอม,250112
25000,ปราจีนบุรี,เมืองปราจีนบุรี,โนนห้อม,250113
25110,ปราจีนบุรี,กบินทร์บุรี,กบินทร์,250201
25240,ปราจีนบุรี,กบินทร์บุรี,เมืองเก่า,250202
25110,ปราจีนบุรี,กบินทร์บุรี,วังดาล,250203
25110,ปราจีนบุรี,กบินทร์บุรี,นนทรี,250204
25110,ปราจีนบุรี,กบินทร์บุรี,ย่านรี,250205
25110,ปราจีนบุรี,กบินทร์บุรี,วังตะเคียน,250206
25110,ปราจีนบุรี,กบินทร์บุรี,หาดนางแก้ว,250207
25110,ปราจีนบุรี,กบินทร์บุรี,ลาดตะเคียน,250208
25110,ปราจีนบุรี,กบินทร์บุรี,บ้านนา,250209
25110,ปราจีนบุรี,กบินทร์บุรี,บ่อทอง,250210
25110,ปราจีนบุรี,กบินทร์บุรี,หนองกี่,250211
25110,ปราจีนบุรี,กบินทร์บุรี,นาแขม,250212
25110,ปราจีนบุรี,กบินทร์บุรี,เขาไม้แก้ว,250213
25110,ปราจีนบุรี,กบินทร์บุรี,วังท่าช้าง,250214
25220,ปราจีนบุรี,นาดี,นาดี,250301
25220,ปราจีนบุรี,นาดี,สำพันตา,250302
25220,ปราจีนบุรี,นาดี,สะพานหิน,250303
25220,ปราจีนบุรี,นาดี,ทุ่งโพธิ์,250304
25220,ปราจีนบุรี,นาดี,แก่งดินสอ,250305
25220,ปราจีนบุรี,นาดี,บุพราหมณ์,250306
25150,ปราจีนบุรี,บ้านสร้าง,บ้านสร้าง,250601
25150,ปราจีนบุรี,บ้านสร้าง,บางกระเบา,250602
25150,ปราจีนบุรี,บ้านสร้าง,บางเตย,250603
25150,ปราจีนบุรี,บ้านสร้าง,บางยาง,250604
25150,ปราจีนบุรี,บ้านสร้าง,บางแตน,250605
25150,ปราจีนบุรี,บ้านสร้าง,บางพลวง,250606
25150,ปราจีนบุรี,บ้านสร้าง,บางปลาร้า,250607
25150,ปราจีนบุรี,บ้านสร้าง,บางขาม,250608
25150,ปราจีนบุรี,บ้านสร้าง,กระทุ่มแพ้ว,250609
25130,ปราจีนบุรี,ประจันตคาม,ประจันตคาม,250701
25130,ปราจีนบุรี,ประจันตคาม,เกาะลอย,250702
25130,ปราจีนบุรี,ประจันตคาม,บ้านหอย,250703
25130,ปราจีนบุรี,ประจันตคาม,หนองแสง,250704
25130,ปราจีนบุรี,ประจันตคาม,ดงบัง,250705
25130,ปราจีนบุรี,ประจันตคาม,คำโตนด,250706
25130,ปราจีนบุรี,ประจันตคาม,บุฝ้าย,250707
25130,ปราจีนบุรี,ประจันตคาม,หนองแก้ว,250708
25130,ปราจีนบุรี,ประจันตคาม,โพธิ์งาม,250709
25140,ปราจีนบุรี,ศรีมหาโพธิ,ศรีมหาโพธิ,250801
25140,ปราจีนบุรี,ศรีมหาโพธิ,สัมพันธ์,250802
25140,ปราจีนบุรี,ศรีมหาโพธิ,บ้านทาม,250803
25140,ปราจีนบุรี,ศรีมหาโพธิ,ท่าตูม,250804
25140,ปราจีนบุรี,ศรีมหาโพธิ,บางกุ้ง,250805
25140,ปราจีนบุรี,ศรีมหาโพธิ,ดงกระทงยาม,250806
25140,ปราจีนบุรี,ศรีมหาโพธิ,หนองโพรง,250807
25140,ปราจีนบุรี,ศรีมหาโพธิ,หัวหว้า,250808
25140,ปราจีนบุรี,ศรีมหาโพธิ,หาดยาง,250809
25140,ปราจีนบุรี,ศรีมหาโพธิ,กรอกสมบูรณ์,250810
25190,ปราจีนบุรี,ศรีมโหสถ,โคกปีบ,250901
25190,ปราจีนบุรี,ศรีมโหสถ,โคกไทย,250902
25190,ปราจีนบุรี,ศรีมโหสถ,คู้ลำพัน,250903
25190,ปราจีนบุรี,ศรีมโหสถ,ไผ่ชะเลือด,250904
26000,นครนายก,เมืองนครนายก,นครนายก,260101
26000,นครนายก,เมืองนครนายก,ท่าช้าง,260102
26000,นครนายก,เมืองนครนายก,บ้านใหญ่,260103
26000,นครนายก,เมืองนครนายก,วังกระโจม,260104
26000,นครนายก,เมืองนครนายก,ท่าทราย,260105
26000,นครนายก,เมืองนครนายก,ดอนยอ,260106
26000,นครนายก,เมืองนครนายก,ศรีจุฬา,260107
26000,นครนายก,เมืองนครนายก,ดงละคร,260108
26000,นครนายก,เมืองนครนายก,ศรีนาวา,260109
26000,นครนายก,เมืองนครนายก,สาริกา,260110
26000,นครนายก,เมืองนครนายก,หินตั้ง,260111
26000,นครนายก,เมืองนครนายก,เขาพระ,260112
26000,นครนายก,เมืองนครนายก,พรหมณี,260113
26130,นครนายก,ปากพลี,เกาะหวาย,260201
26130,นครนายก,ปากพลี,เกาะโพธิ์,260202
26130,นครนายก,ปากพลี,ปากพลี,260203
26130,นครนายก,ปากพลี,โคกกรวด,260204
26130,นครนายก,ปากพลี,ท่าเรือ,260205
26130,นครนายก,ปากพลี,หนองแสง,260206
26130,นครนายก,ปากพลี,นาหินลาด,260207
26110,นครนายก,บ้านนา,บ้านนา,260301
26110,นครนายก,บ้านนา,บ้านพร้าว,260302
26110,นครนายก,บ้านนา,บ้านพริก,260303
26110,นครนายก,บ้านนา,อาษา,260304
26110,นครนายก,บ้านนา,ทองหลาง,260305
26110,นครนายก,บ้านนา,บางอ้อ,260306
26110,นครนายก,บ้านนา,พิกุลออก,260307
26110,นครนายก,บ้านนา,ป่าขะ,260308
26110,นครนายก,บ้านนา,เขาเพิ่ม,260309
26110,นครนายก,บ้านนา,ศรีกะอาง,260310
26120,นครนายก,องครักษ์,พระอาจารย์,260401
26120,นครนายก,องครักษ์,บึงศาล,260402
26120,นครนายก,องครักษ์,ศีรษะกระบือ,260403
26120,นครนายก,องครักษ์,โพธิ์แทน,260404
26120,นครนายก,องครักษ์,บางสมบูรณ์,260405
26120,นครนายก,องครักษ์,ทรายมูล,260406
26120,นครนายก,องครักษ์,บางปลากด,260407
26120,นครนายก,องครักษ์,บางลูกเสือ,260408
26120,นครนายก,องครักษ์,องครักษ์,260409
26120,นครนายก,องครักษ์,ชุมพล,260410
26120,นครนายก,องครักษ์,คลองใหญ่,260411
27000,สระแก้ว,เมืองสระแก้ว,สระแก้ว,270101
27000,สระแก้ว,เมืองสระแก้ว,บ้านแก้ง,270102
27000,สระแก้ว,เมืองสระแก้ว,ศาลาลำดวน,270103
27000,สระแก้ว,เมืองสระแก้ว,โคกปี่ฆ้อง,270104
27000,สระแก้ว,เมืองสระแก้ว,ท่าแยก,270105
27000,สระแก้ว,เมืองสระแก้ว,ท่าเกษม,270106
27000,สระแก้ว,เมืองสระแก้ว,สระขวัญ,270108
27000,สระแก้ว,เมืองสระแก้ว,หนองบอน,270111
27260,สระแก้ว,คลองหาด,คลองหาด,270201
27260,สระแก้ว,คลองหาด,ไทยอุดม,270202
27260,สระแก้ว,คลองหาด,ซับมะกรูด,270203
27260,สระแก้ว,คลองหาด,ไทรเดี่ยว,270204
27260,สระแก้ว,คลองหาด,คลองไก่เถื่อน,270205
27260,สระแก้ว,คลองหาด,เบญจขร,270206
27260,สระแก้ว,คลองหาด,ไทรทอง,270207
27180,สระแก้ว,ตาพระยา,ตาพระยา,270301
27180,สระแก้ว,ตาพระยา,ทัพเสด็จ,270302
27180,สระแก้ว,ตาพระยา,ทัพราช,270306
27180,สระแก้ว,ตาพระยา,ทัพไทย,270307
27180,สระแก้ว,ตาพระยา,โคคลาน,270309
27210,สระแก้ว,วังน้ำเย็น,วังน้ำเย็น,270401
27210,สระแก้ว,วังน้ำเย็น,ตาหลังใน,270403
27210,สระแก้ว,วังน้ำเย็น,คลองหินปูน,270405
27210,สระแก้ว,วังน้ำเย็น,ทุ่งมหาเจริญ,270406
27160,สระแก้ว,วัฒนานคร,วัฒนานคร,270501
27160,สระแก้ว,วัฒนานคร,ท่าเกวียน,270502
27160,สระแก้ว,วัฒนานคร,ผักขะ,270503
27160,สระแก้ว,วัฒนานคร,โนนหมากเค็ง,270504
27160,สระแก้ว,วัฒนานคร,หนองน้ำใส,270505
27160,สระแก้ว,วัฒนานคร,ช่องกุ่ม,270506
27160,สระแก้ว,วัฒนานคร,หนองแวง,270507
27160,สระแก้ว,วัฒนานคร,แซร์ออ,270508
27160,สระแก้ว,วัฒนานคร,หนองหมากฝ้าย,270509
27160,สระแก้ว,วัฒนานคร,หนองตะเคียนบอน,270510
27160,สระแก้ว,วัฒนานคร,ห้วยโจด,270511
27120,สระแก้ว,อรัญประเทศ,อรัญประเทศ,270601
27120,สระแก้ว,อรัญประเทศ,เมืองไผ่,270602
27120,สระแก้ว,อรัญประเทศ,หันทราย,270603
27120,สระแก้ว,อรัญประเทศ,คลองน้ำใส,270604
27120,สระแก้ว,อรัญประเทศ,ท่าข้าม,270605
27120,สระแก้ว,อรัญประเทศ,ป่าไร่,270606
27120,สระแก้ว,อรัญประเทศ,ทับพริก,270607
27120,สระแก้ว,อรัญประเทศ,บ้านใหม่หนองไทร,270608
27120,สระแก้ว,อรัญประเทศ,ผ่านศึก,270609
27120,สระแก้ว,อรัญประเทศ,หนองสังข์,270610
27120,สระแก้ว,อรัญประเทศ,คลองทับจันทร์,270611
27120,สระแก้ว,อรัญประเทศ,ฟากห้วย,270612
27120,สระแก้ว,อรัญประเทศ,บ้านด่าน,270613
27000,สระแก้ว,เขาฉกรรจ์,เขาฉกรรจ์,270701
27000,สระแก้ว,เขาฉกรรจ์,หนองหว้า,270702
27000,สระแก้ว,เขาฉกรรจ์,พระเพลิง,270703
27000,สระแก้ว,เขาฉกรรจ์,เขาสามสิบ,270704
27120,สระแก้ว,โคกสูง,โคกสูง,270801
27180,สระแก้ว,โคกสูง,หนองม่วง,270802
27180,สระแก้ว,โคกสูง,หนองแวง,270803
27120,สระแก้ว,โคกสูง,โนนหมากมุ่น,270804
27250,สระแก้ว,วังสมบูรณ์,วังสมบูรณ์,270901
27250,สระแก้ว,วังสมบูรณ์,วังใหม่,270902
27250,สระแก้ว,วังสมบูรณ์,วังทอง,270903
30000,นครราชสีมา,เมืองนครราชสีมา,ในเมือง,300101
30000,นครราชสีมา,เมืองนครราชสีมา,โพธิ์กลาง,300102
30000,นครราชสีมา,เมืองนครราชสีมา,หนองจะบก,300103
30310,นครราชสีมา,เมืองนครราชสีมา,โคกสูง,300104
30000,นครราชสีมา,เมืองนครราชสีมา,มะเริง,300105
30000,นครราชสีมา,เมืองนครราชสีมา,หนองระเวียง,300106
30000,นครราชสีมา,เมืองนครราชสีมา,ปรุใหญ่,300107
30000,นครราชสีมา,เมืองนครราชสีมา,หมื่นไวย,300108
30000,นครราชสีมา,เมืองนครราชสีมา,พลกรัง,300109
30000,นครราชสีมา,เมืองนครราชสีมา,หนองไผ่ล้อม,300110
30000,นครราชสีมา,เมืองนครราชสีมา,หัวทะเล,300111
30000,นครราชสีมา,เมืองนครราชสีมา,บ้านเกาะ,300112
30000,นครราชสีมา,เมืองนครราชสีมา,บ้านใหม่,300113
30000,นครราชสีมา,เมืองนครราชสีมา,พุดซา,300114
30310,นครราชสีมา,เมืองนครราชสีมา,บ้านโพธิ์,300115
30310,นครราชสีมา,เมืองนครราชสีมา,จอหอ,300116
30280,นครราชสีมา,เมืองนครราชสีมา,โคกกรวด,300117
30000,นครราชสีมา,เมืองนครราชสีมา,ไชยมงคล,300118
30000,นครราชสีมา,เมืองนครราชสีมา,หนองบัวศาลา,300119
30000,นครราชสีมา,เมืองนครราชสีมา,สุรนารี,300120
30000,นครราชสีมา,เมืองนครราชสีมา,สีมุม,300121
30310,นครราชสีมา,เมืองนครราชสีมา,ตลาด,300122
30000,นครราชสีมา,เมืองนครราชสีมา,พะเนา,300123
30000,นครราชสีมา,เมืองนครราชสีมา,หนองกระทุ่ม,300124
30310,นครราชสีมา,เมืองนครราชสีมา,หนองไข่น้ำ,300125
30250,นครราชสีมา,ครบุรี,แชะ,300201
30250,นครราชสีมา,ครบุรี,เฉลียง,300202
30250,นครราชสีมา,ครบุรี,ครบุรี,300203
30250,นครราชสีมา,ครบุรี,โคกกระชาย,300204
30250,นครราชสีมา,ครบุรี,จระเข้หิน,300205
30250,นครราชสีมา,ครบุรี,มาบตะโกเอน,300206
30250,นครราชสีมา,ครบุรี,อรพิมพ์,300207
30250,นครราชสีมา,ครบุรี,บ้านใหม่,300208
30250,นครราชสีมา,ครบุรี,ลำเพียก,300209
30250,นครราชสีมา,ครบุรี,ครบุรีใต้,300210
30250,นครราชสีมา,ครบุรี,ตะแบกบาน,300211
30250,นครราชสีมา,ครบุรี,สระว่านพระยา,300212
30330,นครราชสีมา,เสิงสาง,เสิงสาง,300301
30330,นครราชสีมา,เสิงสาง,สระตะเคียน,300302
30330,นครราชสีมา,เสิงสาง,โนนสมบูรณ์,300303
30330,นครราชสีมา,เสิงสาง,กุดโบสถ์,300304
30330,นครราชสีมา,เสิงสาง,สุขไพบูลย์,300305
30330,นครราชสีมา,เสิงสาง,บ้านราษฎร์,300306
30260,นครราชสีมา,คง,เมืองคง,300401
30260,นครราชสีมา,คง,คูขาด,300402
30260,นครราชสีมา,คง,เทพาลัย,300403
30260,นครราชสีมา,คง,ตาจั่น,300404
30260,นครราชสีมา,คง,บ้านปรางค์,300405
30260,นครราชสีมา,คง,หนองมะนาว,300406
30260,นครราชสีมา,คง,หนองบัว,300407
30260,นครราชสีมา,คง,โนนเต็ง,300408
30260,นครราชสีมา,คง,ดอนใหญ่,300409
30260,นครราชสีมา,คง,ขามสมบูรณ์,300410
30350,นครราชสีมา,บ้านเหลื่อม,บ้านเหลื่อม,300501
30350,นครราชสีมา,บ้านเหลื่อม,วังโพธิ์,300502
30350,นครราชสีมา,บ้านเหลื่อม,โคกกระเบื้อง,300503
30350,นครราชสีมา,บ้านเหลื่อม,ช่อระกา,300504
30230,นครราชสีมา,จักราช,จักราช,300601
30230,นครราชสีมา,จักราช,ทองหลาง,300603
30230,นครราชสีมา,จักราช,สีสุก,300604
30230,นครราชสีมา,จักราช,หนองขาม,300605
30230,นครราชสีมา,จักราช,หนองพลวง,300607
30230,นครราชสีมา,จักราช,ศรีละกอ,300610
30230,นครราชสีมา,จักราช,คลองเมือง,300611
30230,นครราชสีมา,จักราช,หินโคน,300613
30190,นครราชสีมา,โชคชัย,กระโทก,300701
30190,นครราชสีมา,โชคชัย,พลับพลา,300702
30190,นครราชสีมา,โชคชัย,ท่าอ่าง,300703
30190,นครราชสีมา,โชคชัย,ทุ่งอรุณ,300704
30190,นครราชสีมา,โชคชัย,ท่าลาดขาว,300705
30190,นครราชสีมา,โชคชัย,ท่าจะหลุง,300706
30190,นครราชสีมา,โชคชัย,ท่าเยี่ยม,300707
30190,นครราชสีมา,โชคชัย,โชคชัย,300708
30190,นครราชสีมา,โชคชัย,ละลมใหม่พัฒนา,300709
30190,นครราชสีมา,โชคชัย,ด่านเกวียน,300710
30210,นครราชสีมา,ด่านขุนทด,กุดพิมาน,300801
30210,นครราชสีมา,ด่านขุนทด,ด่านขุนทด,300802
30210,นครราชสีมา,ด่านขุนทด,ด่านนอก,300803
30210,นครราชสีมา,ด่านขุนทด,ด่านใน,300804
30210,นครราชสีมา,ด่านขุนทด,ตะเคียน,300805
30210,นครราชสีมา,ด่านขุนทด,บ้านเก่า,300806
36220,นครราชสีมา,ด่านขุนทด,บ้านแปรง,300807
30210,นครราชสีมา,ด่านขุนทด,พันชนะ,300808
30210,นครราชสีมา,ด่านขุนทด,สระจรเข้,300809
30210,นครราชสีมา,ด่านขุนทด,หนองกราด,300810
30210,นครราชสีมา,ด่านขุนทด,หนองบัวตะเกียด,300811
30210,นครราชสีมา,ด่านขุนทด,หนองบัวละคร,300812
30210,นครราชสีมา,ด่านขุนทด,หินดาด,300813
30210,นครราชสีมา,ด่านขุนทด,ห้วยบง,300815
30210,นครราชสีมา,ด่านขุนทด,โนนเมืองพัฒนา,300817
36220,นครราชสีมา,ด่านขุนทด,หนองไทร,300818
30220,นครราชสีมา,โนนไทย,โนนไทย,300901
30220,นครราชสีมา,โนนไทย,ด่านจาก,300902
30220,นครราชสีมา,โนนไทย,กำปัง,300903
30220,นครราชสีมา,โนนไทย,สำโรง,300904
30220,นครราชสีมา,โนนไทย,ค้างพลู,300905
30220,นครราชสีมา,โนนไทย,บ้านวัง,300906
30220,นครราชสีมา,โนนไทย,บัลลังก์,300907
30220,นครราชสีมา,โนนไทย,สายออ,300908
30220,นครราชสีมา,โนนไทย,ถนนโพธิ์,300909
30220,นครราชสีมา,โนนไทย,มะค่า,300914
30160,นครราชสีมา,โนนสูง,โนนสูง,301001
30160,นครราชสีมา,โนนสูง,ใหม่,301002
30160,นครราชสีมา,โนนสูง,โตนด,301003
30160,นครราชสีมา,โนนสูง,บิง,301004
30160,นครราชสีมา,โนนสูง,ดอนชมพู,301005
30240,นครราชสีมา,โนนสูง,ธารปราสาท,301006
30160,นครราชสีมา,โนนสูง,หลุมข้าว,301007
30160,นครราชสีมา,โนนสูง,มะค่า,301008
30160,นครราชสีมา,โนนสูง,พลสงคราม,301009
30160,นครราชสีมา,โนนสูง,จันอัด,301010
30160,นครราชสีมา,โนนสูง,ขามเฒ่า,301011
30160,นครราชสีมา,โนนสูง,ด่านคล้า,301012
30160,นครราชสีมา,โนนสูง,ลำคอหงษ์,301013
30160,นครราชสีมา,โนนสูง,เมืองปราสาท,301014
30160,นครราชสีมา,โนนสูง,ดอนหวาย,301015
30160,นครราชสีมา,โนนสูง,ลำมูล,301016
30290,นครราชสีมา,ขามสะแกแสง,ขามสะแกแสง,301101
30290,นครราชสีมา,ขามสะแกแสง,โนนเมือง,301102
30290,นครราชสีมา,ขามสะแกแสง,เมืองนาท,301103
30290,นครราชสีมา,ขามสะแกแสง,ชีวึก,301104
30290,นครราชสีมา,ขามสะแกแสง,พะงาด,301105
30290,นครราชสีมา,ขามสะแกแสง,หนองหัวฟาน,301106
30290,นครราชสีมา,ขามสะแกแสง,เมืองเกษตร,301107
30120,นครราชสีมา,บัวใหญ่,บัวใหญ่,301201
30120,นครราชสีมา,บัวใหญ่,ห้วยยาง,301203
30120,นครราชสีมา,บัวใหญ่,เสมาใหญ่,301204
30120,นครราชสีมา,บัวใหญ่,ดอนตะหนิน,301206
30120,นครราชสีมา,บัวใหญ่,หนองบัวสะอาด,301207
30120,นครราชสีมา,บัวใหญ่,โนนทองหลาง,301208
30120,นครราชสีมา,บัวใหญ่,กุดจอก,301214
30120,นครราชสีมา,บัวใหญ่,ด่านช้าง,301215
30120,นครราชสีมา,บัวใหญ่,ขุนทอง,301220
30120,นครราชสีมา,บัวใหญ่,หนองแจ้งใหญ่,301224
30180,นครราชสีมา,ประทาย,ประทาย,301301
30180,นครราชสีมา,ประทาย,กระทุ่มราย,301303
30180,นครราชสีมา,ประทาย,วังไม้แดง,301304
30180,นครราชสีมา,ประทาย,ตลาดไทร,301306
30180,นครราชสีมา,ประทาย,หนองพลวง,301307
30180,นครราชสีมา,ประทาย,หนองค่าย,301308
30180,นครราชสีมา,ประทาย,หันห้วยทราย,301309
30180,นครราชสีมา,ประทาย,ดอนมัน,301310
30180,นครราชสีมา,ประทาย,นางรำ,301313
30180,นครราชสีมา,ประทาย,โนนเพ็ด,301314
30180,นครราชสีมา,ประทาย,ทุ่งสว่าง,301315
30180,นครราชสีมา,ประทาย,โคกกลาง,301317
30180,นครราชสีมา,ประทาย,เมืองโดน,301318
30150,นครราชสีมา,ปักธงชัย,เมืองปัก,301401
30150,นครราชสีมา,ปักธงชัย,ตะคุ,301402
30150,นครราชสีมา,ปักธงชัย,โคกไทย,301403
30150,นครราชสีมา,ปักธงชัย,สำโรง,301404
30150,นครราชสีมา,ปักธงชัย,ตะขบ,301405
30150,นครราชสีมา,ปักธงชัย,นกออก,301406
30150,นครราชสีมา,ปักธงชัย,ดอน,301407
30150,นครราชสีมา,ปักธงชัย,ตูม,301409
30150,นครราชสีมา,ปักธงชัย,งิ้ว,301410
30150,นครราชสีมา,ปักธงชัย,สะแกราช,301411
30150,นครราชสีมา,ปักธงชัย,ลำนางแก้ว,301412
30150,นครราชสีมา,ปักธงชัย,ภูหลวง,301416
30150,นครราชสีมา,ปักธงชัย,ธงชัยหนือ,301417
30150,นครราชสีมา,ปักธงชัย,สุขเกษม,301418
30150,นครราชสีมา,ปักธงชัย,เกษมทรัพย์,301419
30150,นครราชสีมา,ปักธงชัย,บ่อปลาทอง,301420
30110,นครราชสีมา,พิมาย,ในเมือง,301501
30110,นครราชสีมา,พิมาย,สัมฤทธิ์,301502
30110,นครราชสีมา,พิมาย,โบสถ์,301503
30110,นครราชสีมา,พิมาย,กระเบื้องใหญ่,301504
30110,นครราชสีมา,พิมาย,ท่าหลวง,301505
30110,นครราชสีมา,พิมาย,รังกาใหญ่,301506
30110,นครราชสีมา,พิมาย,ชีวาน,301507
30110,นครราชสีมา,พิมาย,นิคมสร้างตนเอง,301508
30110,นครราชสีมา,พิมาย,กระชอน,301509
30110,นครราชสีมา,พิมาย,ดงใหญ่,301510
30110,นครราชสีมา,พิมาย,ธารละหลอด,301511
30110,นครราชสีมา,พิมาย,หนองระเวียง,301512
30240,นครราชสีมา,ห้วยแถลง,ห้วยแถลง,301601
30240,นครราชสีมา,ห้วยแถลง,ทับสวาย,301602
30240,นครราชสีมา,ห้วยแถลง,เมืองพลับพลา,301603
30240,นครราชสีมา,ห้วยแถลง,หลุ่งตะเคียน,301604
30240,นครราชสีมา,ห้วยแถลง,หินดาด,301605
30240,นครราชสีมา,ห้วยแถลง,งิ้ว,301606
30240,นครราชสีมา,ห้วยแถลง,กงรถ,301607
30240,นครราชสีมา,ห้วยแถลง,หลุ่งประดู่,301608
30240,นครราชสีมา,ห้วยแถลง,ตะโก,301609
30240,นครราชสีมา,ห้วยแถลง,ห้วยแคน,301610
30270,นครราชสีมา,ชุมพวง,ชุมพวง,301701
30270,นครราชสีมา,ชุมพวง,ประสุข,301702
30270,นครราชสีมา,ชุมพวง,ท่าลาด,301703
30270,นครราชสีมา,ชุมพวง,สาหร่าย,301704
30270,นครราชสีมา,ชุมพวง,ตลาดไทร,301705
30270,นครราชสีมา,ชุมพวง,โนนรัง,301710
30270,นครราชสีมา,ชุมพวง,หนองหลัก,301714
30270,นครราชสีมา,ชุมพวง,โนนตูม,301716
30270,นครราชสีมา,ชุมพวง,โนนยอ,301717
30170,นครราชสีมา,สูงเนิน,สูงเนิน,301801
30170,นครราชสีมา,สูงเนิน,เสมา,301802
30170,นครราชสีมา,สูงเนิน,โคราช,301803
30170,นครราชสีมา,สูงเนิน,บุ่งขี้เหล็ก,301804
30170,นครราชสีมา,สูงเนิน,โนนค่า,301805
30170,นครราชสีมา,สูงเนิน,โค้งยาง,301806
30170,นครราชสีมา,สูงเนิน,มะเกลือเก่า,301807
30170,นครราชสีมา,สูงเนิน,มะเกลือใหม่,301808
30380,นครราชสีมา,สูงเนิน,นากลาง,301809
30380,นครราชสีมา,สูงเนิน,หนองตะไก้,301810
30380,นครราชสีมา,สูงเนิน,กุดจิก,301811
30280,นครราชสีมา,ขามทะเลสอ,ขามทะเลสอ,301901
30280,นครราชสีมา,ขามทะเลสอ,โป่งแดง,301902
30280,นครราชสีมา,ขามทะเลสอ,พันดุง,301903
30280,นครราชสีมา,ขามทะเลสอ,หนองสรวง,301904
30280,นครราชสีมา,ขามทะเลสอ,บึงอ้อ,301905
30140,นครราชสีมา,สีคิ้ว,สีคิ้ว,302001
30140,นครราชสีมา,สีคิ้ว,บ้านหัน,302002
30140,นครราชสีมา,สีคิ้ว,กฤษณา,302003
30340,นครราชสีมา,สีคิ้ว,ลาดบัวขาว,302004
30140,นครราชสีมา,สีคิ้ว,หนองหญ้าขาว,302005
30140,นครราชสีมา,สีคิ้ว,กุดน้อย,302006
30140,นครราชสีมา,สีคิ้ว,หนองน้ำใส,302007
30140,นครราชสีมา,สีคิ้ว,วังโรงใหญ่,302008
30140,นครราชสีมา,สีคิ้ว,มิตรภาพ,302009
30340,นครราชสีมา,สีคิ้ว,คลองไผ่,302010
30140,นครราชสีมา,สีคิ้ว,ดอนเมือง,302011
30140,นครราชสีมา,สีคิ้ว,หนองบัวน้อย,302012
30130,นครราชสีมา,ปากช่อง,ปากช่อง,302101
30320,นครราชสีมา,ปากช่อง,กลางดง,302102
30130,นครราชสีมา,ปากช่อง,จันทึก,302103
30130,นครราชสีมา,ปากช่อง,วังกะทะ,302104
30130,นครราชสีมา,ปากช่อง,หมูสี,302105
30130,นครราชสีมา,ปากช่อง,หนองสาหร่าย,302106
30130,นครราชสีมา,ปากช่อง,ขนงพระ,302107
30130,นครราชสีมา,ปากช่อง,โป่งตาลอง,302108
30130,นครราชสีมา,ปากช่อง,คลองม่วง,302109
30130,นครราชสีมา,ปากช่อง,หนองน้ำแดง,302110
30130,นครราชสีมา,ปากช่อง,วังไทร,302111
30320,นครราชสีมา,ปากช่อง,พญาเย็น,302112
30410,นครราชสีมา,หนองบุญมาก,หนองบุนนาก,302201
30410,นครราชสีมา,หนองบุญมาก,สารภี,302202
30410,นครราชสีมา,หนองบุญมาก,ไทยเจริญ,302203
30410,นครราชสีมา,หนองบุญมาก,หนองหัวแรต,302204
30410,นครราชสีมา,หนองบุญมาก,แหลมทอง,302205
